,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15,MEANJZD_16,MEANJZD_17,MEANJZD_18,MEANJZD_19,MEANJZD_20,MEANJZD_21,MEANJZD_22,MEANJZD_23,MEANJZD_24,MEANJZD_25,MEANJZD_26,MEANJZD_27,MEANJZD_28,MEANJZD_29,MEANJZD_30,MEANJZD_31,MEANJZD_32,MEANJZD_33,MEANJZD_34,MEANJZD_35,MEANJZD_36,MEANJZD_37,MEANJZD_38,MEANJZD_39,MEANJZD_40
925,B,False,0.43871,0.55301,0.59109,0.545,0.42646,0.55673,0.44422,0.45684,0.42302,0.52222,0.49457,0.6386,0.57685,0.58664,0.47822,0.60817,0.80784,0.68319,0.81395,0.56732,0.49481,0.78776,0.6947,0.43655,0.56443,0.57756,0.82029,0.5819,0.59277,0.38432,0.58193,0.52103,0.53009,0.60869,0.61456,0.59745,0.61471,0.62637,0.63919,0.74604
926,B,False,-0.076825,-0.1149,-0.15073,-0.12511,-0.18194,-0.21139,-0.21253,-0.24556,-0.22375,-0.21494,-0.18743,-0.22738,-0.21554,-0.22141,-0.15592,-0.1906,-0.18998,-0.18311,-0.14004,-0.16702,-0.24424,-0.18808,-0.2199,-0.17981,-0.18758,-0.15416,-0.2201,-0.16878,-0.19888,-0.16148,-0.15086,-0.16666,-0.12688,-0.15228,-0.12563,-0.13236,-0.1207,-0.20875,-0.18522,-0.11128
927,B,True,-0.032508,-0.047261,0.016688,-0.081279,-0.066935,-0.083612,-0.12345,-0.23353,-0.1519,-0.12349,-0.14342,-0.14655,-0.12828,-0.13543,-0.13278,-0.1978,-0.27022,-0.24007,-0.27184,-0.32298,-0.35179,-0.17156,-0.2742,-0.23503,-0.1939,-0.25459,-0.22542,-0.16218,-0.18453,-0.14983,-0.10257,0.051868,-0.036187,-0.085379,-0.054917,-0.086458,0.031337,-0.0054763,-0.029315,-0.061417
928,B,True,0.029292,0.022851,-0.14669,-0.078259,-0.082425,-0.040869,-0.078091,-0.074808,-0.10888,0.04031,-0.077342,-0.042044,-0.11984,-0.052657,-0.045232,0.014454,-0.11355,0.083591,0.076561,0.12388,0.096922,0.11475,0.064558,0.037635,0.12782,0.044436,0.07185,0.067577,-0.022593,0.047534,0.062092,0.096648,0.031807,0.13991,0.059549,0.19049,0.21839,0.1382,0.17595,0.1163
929,B,True,-0.413,-0.22471,-0.18919,-0.057223,0.048429,0.13754,0.16483,0.071804,0.14164,0.27957,0.094462,0.18112,0.37476,0.25467,0.34345,0.17414,0.13397,-0.012086,-0.0030885,-0.022477,-0.1664,-0.16062,-0.27645,-0.25646,-0.25284,-0.103,-0.17518,-0.31496,-0.28624,-0.14484,-0.30138,-0.36389,-0.34425,-0.48237,-0.4728,-0.35577,-0.36689,-0.4729,-0.33497,-0.53335
930,B,False,0.19547,0.17405,0.21174,0.14456,0.22066,0.20534,0.18197,0.27533,0.17172,0.15867,0.27831,0.16706,0.22297,0.17944,0.13802,0.11732,0.26203,0.015454,0.14339,0.089643,0.24277,0.30388,0.10538,0.13326,0.17028,0.094214,0.12938,0.12826,0.17079,0.15807,0.11031,0.26747,0.31093,0.1543,0.35114,0.1627,0.34321,0.35719,0.20877,0.24993
931,B,False,-0.0067177,-0.017915,-0.0068136,0.0046184,-0.033852,-0.1115,-0.044755,-0.074494,-0.03517,-0.018472,-0.013365,0.0033952,-0.0028365,-0.0096761,-0.022875,-0.016861,-0.044906,-0.056557,0.0089059,0.012666,-0.0017888,-0.01885,-0.022834,-0.036247,0.015194,0.0027324,0.0093652,-0.029307,-0.027115,-0.059269,-0.037215,-0.091133,-0.05715,-0.090133,-0.043331,-0.060861,-0.019317,-0.033753,-0.012625,-0.053343
932,B,False,-0.0080892,-0.047388,-0.15008,-0.021348,-0.22688,-0.020741,-0.11799,-0.1026,-0.19557,-0.28522,-0.097072,-0.04381,0.010332,0.052705,0.053101,0.05484,0.06537,0.077447,0.048294,-0.0059908,0.10569,0.061218,-0.13793,0.12579,0.030458,0.1543,-0.10041,-0.02772,0.068408,-0.086281,-0.021025,-0.17638,-0.079663,0.13772,-0.0024732,0.073607,0.023252,0.18411,0.089981,-0.085344
933,B,False,-0.16282,-0.1374,-0.23619,-0.19433,-0.057058,-0.035447,0.036924,0.060244,-0.071276,0.074281,0.050734,-0.0329,-0.040357,0.021258,0.25487,0.14533,0.1285,0.17065,0.17423,0.080945,-0.026695,0.13158,0.16861,0.23632,0.18011,0.17955,0.20378,0.24653,-0.0077157,0.23859,0.0025142,0.052985,0.17446,-0.018589,0.017957,0.069276,0.095831,0.025663,0.19135,0.27559
934,B,True,-0.057409,-0.18153,-0.21598,-0.14544,-0.1719,-0.13107,-0.0048764,-0.030675,-0.15425,-0.12416,-0.21934,-0.065763,-0.014665,-0.067476,-0.080982,-0.010249,-0.072896,-0.10843,0.052514,0.069739,-0.018106,0.12714,0.064233,0.081573,0.14281,0.13154,0.19468,0.28743,0.32151,0.28516,0.27915,0.19658,0.10333,0.28015,0.088882,0.070386,-0.043117,-0.045706,0.27227,0.12864
935,B,True,-0.16586,0.14749,0.02166,0.03407,0.11189,0.23972,0.25256,-0.013436,0.10999,0.045103,0.17538,0.16721,0.09029,0.03311,-0.16224,-0.15315,-0.038437,-0.065344,0.01754,0.11655,0.041329,0.15068,0.15416,0.19086,-0.048517,0.3522,0.31605,0.37763,0.40978,0.29037,0.3635,0.37122,0.40849,0.4078,0.35662,0.31851,0.33339,0.48756,0.46043,0.29632
936,B,False,0.38395,0.43923,0.31952,0.39279,0.31393,0.33389,0.32431,0.30872,0.31905,0.32407,0.29896,0.23877,0.37027,0.33598,0.28237,0.26251,0.24382,0.40311,0.2654,0.38651,0.32282,0.294,0.33332,0.38915,0.33495,0.33429,0.26225,0.34715,0.38085,0.41253,0.55041,0.51223,0.3705,0.48168,0.53587,0.69748,0.54499,0.58818,0.76539,0.72041
937,B,True,0.074842,0.11404,0.24652,0.10641,0.053725,0.0094706,0.091868,0.067041,0.052956,0.13313,0.17914,0.058698,0.11873,0.15846,0.15692,0.010913,0.015098,0.10241,0.16129,0.082191,0.080268,0.14917,0.00050949,0.10732,-0.02363,0.10881,0.069567,0.14729,0.21978,0.074931,0.034685,0.17411,0.10609,0.11721,0.048931,0.12085,0.3623,0.24469,0.20388,0.26218
938,B,True,0.0014813,-0.01974,-0.034645,-0.13161,-0.011193,0.026447,0.034934,0.024029,0.023279,0.024632,-0.12441,-0.040194,-0.061937,-0.086083,-0.077661,0.027237,-0.0044189,-0.029717,0.03938,0.019431,0.028475,-0.0083477,0.01993,0.077805,-0.012479,-0.033454,-0.0051922,-0.00030052,0.026031,0.03686,0.078976,-0.0058185,0.0313,0.035686,-0.019509,-0.081818,0.041058,-0.034886,-0.10052,0.017689
939,B,True,0.52323,0.19026,0.15597,0.19228,0.33158,0.42624,0.13751,0.24356,0.15238,-0.019476,-0.17343,-0.30436,-0.29543,-0.04708,-0.096654,-0.08745,0.10506,0.2308,0.32339,0.46139,0.5223,0.56703,0.40552,0.44172,0.5849,0.60648,0.63031,0.56329,0.52183,0.70185,0.58667,0.41712,0.57263,0.46607,0.42025,0.47295,0.56469,0.24505,0.43867,0.35821
940,B,False,0.074771,0.082901,0.15635,0.09906,0.053032,0.051275,0.069273,0.090202,0.059784,0.01265,0.032061,0.091081,0.15817,0.10214,0.12583,0.075151,0.15532,0.088454,0.055521,0.083832,0.0026286,0.09568,0.048566,0.11748,0.059741,0.094576,0.081833,0.023124,0.036987,0.078826,0.094178,0.15046,0.22879,0.20868,0.18185,0.21761,0.15181,0.074291,0.022318,0.041817
941,B,False,-0.24071,-0.08741,-0.17995,-0.21682,-0.30399,-0.47615,-0.54575,-0.33355,-0.22737,-0.18197,-0.35713,-0.39988,-0.32421,-0.24031,-0.10304,-0.25019,-0.31567,-0.37768,-0.28052,-0.010997,-0.2376,-0.13312,-0.082632,-0.029104,-0.06914,-0.14084,-0.050774,-0.066494,-0.06486,-0.086152,-0.063294,0.076307,-0.090473,0.012656,-0.059423,-0.3744,-0.16548,-0.26782,-0.22548,-0.21806
942,B,False,-0.21515,-0.17027,-0.14552,-0.11543,-0.17792,-0.18922,-0.12434,0.034994,0.037054,0.045435,-0.11169,-0.14873,-0.082556,-0.13117,-0.1377,0.0056143,-0.076187,-0.024973,-0.12047,-0.11936,-0.10856,-0.1588,-0.086368,-0.16098,-0.18675,-0.17937,-0.15774,-0.13791,-0.20642,-0.33147,-0.16536,-0.097036,-0.15464,-0.12532,-0.013623,-0.010181,-0.050134,-0.056864,-0.040906,-0.061798
943,B,False,-0.14959,-0.097406,-0.20973,-0.24844,-0.12505,-0.086902,-0.13643,-0.23815,-0.1724,-0.16414,-0.094674,-0.10354,-0.16438,-0.16916,-0.0722,-0.19187,-0.19879,-0.22034,-0.15863,-0.35492,-0.36538,-0.17785,-0.2511,-0.26483,-0.24047,-0.12002,-0.26557,-0.31281,-0.25663,-0.1603,-0.12086,-0.1797,-0.16081,-0.18487,-0.087017,-0.079532,-0.085531,-0.078165,-0.044046,-0.11001
944,B,False,0.13394,0.21453,0.084241,0.10672,0.06813,0.13874,0.15858,-0.094424,-0.18783,-0.43524,-0.13293,-0.41835,-0.36321,-0.41893,-0.28115,0.037383,-0.14446,-0.10975,-0.039415,0.27536,0.37678,0.2675,0.27623,0.28613,0.30249,0.12022,0.25398,0.18608,0.16365,0.32607,0.2872,0.18223,0.11838,0.12441,0.083546,0.091558,0.033005,0.059068,-0.03292,0.25809
945,B,True,0.47316,0.45281,0.32829,0.28629,0.41068,0.27672,0.23541,0.30688,0.30027,0.24178,0.22826,0.22601,0.2602,0.2408,0.22681,0.30894,0.22037,0.26537,0.3155,0.25225,0.3449,0.39168,0.40733,0.39475,0.39292,0.39307,0.41853,0.4528,0.50607,0.5221,0.51705,0.49216,0.43365,0.43486,0.4684,0.44889,0.36787,0.54866,0.3998,0.44779
946,B,False,-0.12584,-0.13444,-0.14328,-0.15906,-0.096826,-0.11156,-0.15849,-0.14148,-0.10482,-0.1284,-0.14983,-0.16954,-0.14378,-0.11735,-0.068616,-0.14893,-0.17165,-0.1063,-0.15027,-0.14772,-0.14706,-0.12525,-0.10455,-0.10983,-0.093344,-0.08162,-0.096655,-0.1038,-0.081083,-0.066971,-0.15464,-0.11153,-0.20051,-0.11135,-0.10361,-0.16976,-0.19074,-0.21663,-0.17288,-0.11219
947,B,False,-0.24937,-0.041561,0.039747,-0.044984,-0.090779,-0.058273,0.048207,0.0054134,-0.39979,-0.20944,-0.078743,-0.16196,-0.055617,-0.06246,-0.04019,0.085317,0.12297,0.18364,-0.03837,0.095243,0.028209,0.073856,0.13568,0.076762,0.042065,0.14912,0.1122,0.045149,0.098204,0.035368,-0.047735,0.064877,0.07889,0.036067,-0.006983,0.021593,0.06637,0.28717,0.049426,-0.081209
948,B,False,-0.53515,-0.49763,-0.18851,-0.75325,-0.37785,-0.59253,-0.71224,-0.66738,-1.0139,-0.62452,-0.68358,-0.3608,-0.34704,-0.085107,-0.13908,-0.20993,-0.38,-0.036245,-0.16928,-0.45866,-0.28861,-0.41123,-0.1954,-0.14314,-0.37736,-0.19379,-0.25289,-0.082931,-0.011251,-0.44315,-0.11079,-0.26895,-0.27833,-0.31901,-0.30717,0.0018851,0.025817,-0.071119,-0.16952,-0.08211
949,B,False,0.55195,0.41177,0.24787,0.29379,0.14173,0.2316,0.18905,0.30642,0.37842,0.48107,0.31138,0.3015,0.43174,0.37478,0.33394,0.46649,0.47037,0.43214,0.31167,0.33422,0.18995,0.051917,-0.14076,-0.010797,-0.031795,-0.29301,-0.17319,-0.013898,0.0017664,0.044149,0.23675,0.09712,0.018574,0.047188,0.24765,0.40569,0.34181,0.18873,0.30776,0.21434
950,B,False,-0.005661,0.11336,0.1842,0.26053,0.11628,0.25314,0.33416,0.40722,0.36131,0.33226,0.17413,0.39124,0.24026,0.26369,0.24478,0.20035,0.20594,0.089947,0.15109,0.20912,0.23748,0.13266,0.2656,0.16663,-0.051771,0.14107,0.23952,0.24817,0.21916,0.095221,0.17925,0.18756,0.017727,0.084831,0.11423,0.0021116,0.11769,0.30809,0.2201,0.17096
951,B,True,-0.052846,0.16367,-0.34751,0.010005,-0.36731,-0.096503,-0.28613,-0.12219,0.19064,-0.24857,-0.11474,-0.32867,0.04716,0.2671,-0.27645,-0.3791,-0.27829,-0.27928,-0.11598,-0.53948,-0.10096,-0.1613,-0.10765,-0.26211,0.057255,-0.20901,-0.13485,-0.29054,-0.16844,-0.26394,-0.26151,-0.24476,-0.49431,-0.31385,0.0096798,-0.40673,-0.52486,-0.1265,-0.025771,0.1094
952,B,False,-0.49568,-0.56796,-0.30924,-0.45421,-0.42241,-0.12287,-0.29303,-0.18786,-0.73243,-0.11449,-0.48748,-0.29767,-0.43263,-0.64039,-0.35856,-0.39526,-0.53886,-0.3962,-0.42023,-0.27668,-0.30684,-0.62361,-0.63039,-0.67719,-0.65364,-0.46164,-0.46987,-0.26225,-0.47895,-0.40561,-0.084076,-0.20697,-0.39663,-0.26282,-0.41254,-0.2533,-0.29199,-0.48441,-0.44724,-0.56264
953,B,False,0.20164,0.11037,0.099257,0.11891,0.061384,0.059931,0.15088,0.25788,0.2321,0.11706,-0.12404,-0.026573,-0.11037,-0.0025942,-0.072501,-0.016606,-0.1464,0.059457,0.017614,0.086216,0.043919,0.095487,0.18816,0.056069,0.17755,0.224,0.23668,0.0284,0.10629,0.046607,0.12037,0.13241,0.06044,0.10965,0.12802,0.23906,0.062029,0.074358,0.15223,0.072789
954,B,False,0.083951,-0.054061,-0.13324,0.013001,0.040919,-0.11368,-0.11994,-0.097845,-0.13336,-0.080396,-0.16955,-0.16559,-0.046451,-0.14268,-0.057558,-0.1184,0.0019971,-0.043946,0.066256,-0.02246,-0.082291,-0.037806,0.027138,-0.011074,0.01638,0.0045879,-0.095733,-0.069735,-0.14885,-0.0532,-0.11054,-0.044975,-0.057112,-0.077646,0.051976,-0.080723,0.0030413,-0.029654,-0.10462,-0.16871
955,B,True,-0.17357,-0.16721,-0.15014,-0.11856,-0.14306,-0.26491,-0.17998,-0.22816,-0.20202,-0.23739,-0.17785,-0.22402,-0.18285,-0.14477,-0.19145,-0.24754,-0.24494,-0.12332,-0.19141,-0.24975,-0.16625,-0.21761,-0.22565,-0.20078,-0.053556,-0.11511,-0.1657,-0.14875,-0.04873,0.0029711,-0.083909,-0.067729,-0.084487,-0.05618,-0.2007,-0.12685,-0.11706,-0.095626,-0.057608,-0.028878
956,B,True,0.066605,0.022914,0.10115,0.054441,-0.00026723,0.1073,0.10485,0.13034,0.019961,0.085896,0.12027,0.017355,-0.053328,0.00038974,0.092344,0.16389,0.14825,0.036131,0.21812,-0.016543,0.036065,0.047813,0.12471,0.27696,0.10596,0.15266,0.10115,0.18192,0.112,0.031767,0.033542,-0.045379,-0.061548,-0.009703,0.050764,-0.053725,0.031337,-0.11715,0.23363,-0.018201
957,B,False,0.11397,0.076335,0.15442,0.074957,0.13157,0.18814,0.058067,0.0050446,0.0041459,0.039765,0.089429,0.19011,0.2098,0.19716,0.17453,0.27676,0.24005,0.22696,0.11173,-0.036446,0.011632,-0.04654,0.017956,-0.015741,-0.046395,-0.10286,-0.056634,-0.02658,0.07801,0.079038,0.085434,0.18913,0.18039,0.1699,0.13656,0.051352,-0.031355,0.017423,-0.053886,-0.095254
958,B,False,0.50357,0.87666,0.85311,0.3232,0.45534,0.7593,0.66014,0.53106,0.77853,0.42068,0.65698,0.25626,0.46181,0.57315,0.43017,0.8757,0.50862,0.75359,1.0452,0.68177,0.60477,0.52317,0.61366,0.89031,0.61207,0.78164,0.56987,0.78254,0.7508,1.0089,1.0891,0.93441,0.6639,0.90157,0.78046,1.0106,0.81044,0.80823,0.54923,0.76965
959,B,False,0.58608,0.45673,0.56943,0.5911,0.45624,0.49814,0.36701,0.34087,0.26718,0.22718,0.45327,0.18003,0.40944,0.10646,-0.0021918,0.26286,0.279,0.16795,0.28044,0.39731,0.52542,0.50152,0.42411,0.40252,0.52881,0.38547,0.19867,0.2315,0.34051,0.36382,0.33564,0.42033,0.2675,0.43309,0.37713,0.44474,0.37058,0.47837,0.27764,0.28964
960,B,False,-0.059585,-0.12372,0.48733,1.0814,-0.62363,0.72335,-0.12321,-0.18207,-0.036498,-0.40521,0.4398,0.59832,0.47243,-0.073738,0.27858,0.44386,0.19208,0.22415,0.44517,0.56134,-0.074587,0.22299,0.47077,-0.045638,0.16037,-0.37252,-0.022236,0.047748,0.6118,0.57221,0.4769,-0.16533,-0.54056,0.61929,-0.69771,-0.70348,-0.15728,-0.095672,0.57339,-0.12716
961,B,True,-0.12511,-0.15926,-0.17179,-0.19762,-0.13378,-0.16938,-0.15112,-0.14855,-0.16041,-0.18585,-0.15034,-0.16408,-0.14052,-0.1637,-0.17613,-0.14964,-0.16968,-0.18289,-0.20011,-0.19021,-0.19699,-0.20377,-0.20494,-0.19497,-0.20035,-0.20237,-0.2093,-0.21239,-0.22294,-0.25867,-0.19147,-0.29192,-0.20436,-0.21906,-0.1882,-0.20578,-0.13051,-0.14837,-0.099589,-0.071515
962,B,False,0.33609,0.13491,0.083061,0.023757,-0.073999,0.052412,-0.086982,0.38221,-0.22469,-0.072122,0.10074,0.16874,0.3225,0.58238,0.57624,0.44142,0.29414,0.48614,0.26987,0.14626,0.47562,0.54771,0.48849,0.35872,0.41017,0.16526,0.26336,0.42021,0.33886,0.43693,0.47868,0.4985,0.45227,0.30719,0.3571,0.35522,0.29603,0.42477,0.53111,0.40191
963,B,False,0.44177,0.38016,0.40979,0.23118,0.25983,0.28586,0.20419,0.16507,0.23792,0.27815,0.13072,0.24981,0.13751,0.028664,0.29646,0.28086,0.27806,0.1897,0.20571,0.15925,0.19999,0.15932,0.28754,0.094527,0.012697,0.047031,0.036797,0.14957,0.10432,0.033977,0.019453,0.15227,0.0011776,0.10749,0.11842,0.06005,0.1451,0.29618,0.058445,0.19737
964,B,False,-0.26685,-0.21921,-0.17676,-0.17487,-0.27902,-0.27719,-0.28214,-0.21001,-0.17754,-0.31983,-0.22374,-0.26214,-0.3224,-0.30792,-0.27858,-0.29997,-0.34829,-0.28364,-0.3805,-0.3384,-0.25512,-0.39091,-0.27242,-0.20259,-0.25345,-0.29801,-0.2202,-0.12201,-0.26334,-0.22309,-0.25157,-0.28902,-0.26023,-0.20239,-0.30039,-0.33,-0.39225,-0.27956,-0.2431,-0.17723
965,B,False,0.24236,0.17503,0.30799,0.21164,0.22913,0.27262,0.23436,0.25944,0.30152,0.16854,0.16008,0.21005,0.22248,0.2755,0.33214,0.23594,0.26555,0.29813,0.27347,0.21601,0.26571,0.30537,0.23243,0.2602,0.24562,0.24661,0.2566,0.28635,0.27136,0.23642,0.22117,0.23685,0.34821,0.28813,0.29619,0.32948,0.32273,0.15553,0.17225,0.25671
966,B,False,-0.072734,-0.10046,-0.065185,-0.027503,-0.1123,-0.1056,-0.072001,-0.10023,-0.060188,-0.077529,-0.11527,-0.10521,-0.069366,-0.09525,-0.11393,-0.15312,-0.061252,-0.043491,-0.061449,-0.026008,-0.13517,-0.10107,-0.078112,-0.075743,-0.051949,-0.078366,-0.064406,-0.08565,0.014868,-0.040212,-0.004057,-0.050608,-0.10036,-0.076605,-0.10487,-0.084058,-0.0584,-0.10135,-0.043116,-0.081848
967,B,False,-0.59022,0.028174,-0.21091,-0.18627,0.25879,-0.17266,-0.79785,-1.0213,-1.1413,-1.2831,-0.82861,-0.79749,-0.88317,-0.8888,-0.49801,-1.0922,-0.73119,-0.78734,-0.90107,-0.96026,-0.7905,-0.65511,-0.79753,-0.71208,-0.543,-0.43766,-0.72211,-0.3253,-0.44143,-0.41748,-0.38459,-0.40536,-0.55658,-0.52692,-0.41991,-0.63563,-0.48998,-0.58567,-0.43457,-0.16614
968,B,True,0.30961,0.47847,0.41907,0.33742,0.45515,0.41272,0.5116,0.483,0.39646,0.37306,0.45047,0.51366,0.3388,0.11009,0.11855,0.3033,0.14084,0.26356,0.1629,0.22946,0.20697,0.13448,0.25042,0.19767,0.20817,0.46145,0.41564,0.45048,0.52776,0.45542,0.60015,0.5228,0.34424,0.47556,0.45133,0.41878,0.52022,0.49555,0.44524,0.43097
969,B,False,0.20858,0.21176,0.14946,0.29849,0.30948,0.28033,0.21691,0.046422,-0.074852,0.15837,0.11214,0.090721,0.22319,0.1592,0.16454,0.18596,0.15718,0.22026,0.19525,0.17959,0.1368,0.17728,0.11689,0.016871,0.14476,0.060946,0.012009,-0.011243,-0.044529,0.099517,0.11498,0.04851,-0.013987,0.032814,0.21454,0.19024,0.27967,0.201,0.19391,0.12597
970,B,True,-0.022122,-0.64357,-0.69148,-0.28884,-0.41155,-0.687,-0.74187,-0.22197,-0.22177,-0.36683,-0.13017,-0.038945,0.00032396,0.70743,0.010866,-0.033201,0.23789,0.31791,0.68169,0.054267,0.10866,-0.94154,-0.27127,-0.5862,-0.29444,-0.27705,-0.32515,-0.044959,-0.15128,-0.14632,-0.76256,-0.74662,-0.68343,-0.61893,-0.211,-0.51906,-0.23913,-0.40868,-0.26034,-0.12055
971,B,True,-0.15963,-0.23409,-0.1464,-0.13879,-0.16846,-0.1234,-0.19308,-0.20333,-0.25067,-0.27765,-0.20619,-0.19124,-0.25174,-0.23026,-0.23272,-0.21021,-0.21769,-0.28681,-0.2322,-0.13128,-0.22826,-0.17523,-0.24994,-0.4128,-0.35715,-0.32307,-0.3308,-0.32645,-0.29541,-0.32503,-0.28124,-0.20898,-0.26744,-0.24164,-0.24845,-0.2504,-0.25786,-0.17098,-0.20711,-0.23125
972,B,True,0.16563,-0.038308,-0.051459,-0.124,-0.26872,-0.3031,-0.37855,-0.23083,-0.34098,-0.50813,-0.30098,-0.43784,-0.25536,-0.4348,-0.43323,-0.46592,-0.4878,-0.34146,-0.34714,-0.22556,-0.26312,-0.20763,-0.23451,-0.16146,-0.24226,-0.2726,-0.30323,-0.42242,-0.21017,-0.41215,-0.34012,-0.19028,-0.51055,-0.34671,-0.27865,-0.46989,-0.48187,-0.48592,-0.41084,-0.50027
973,B,False,-0.15005,-0.17486,-0.10519,-0.092639,-0.094491,-0.11668,-0.10259,-0.10616,-0.18434,-0.23193,-0.28385,-0.31916,-0.31897,-0.22131,-0.29484,-0.24507,-0.23079,-0.17018,-0.092983,-0.085472,-0.20075,-0.13857,-0.079664,-0.14274,-0.12325,-0.089987,-0.12673,-0.13365,-0.17537,-0.18545,-0.12131,-0.12483,-0.10379,-0.12627,-0.1922,-0.19306,-0.10409,-0.10175,-0.099953,-0.1752
974,B,False,0.12339,0.20075,0.085778,0.21645,0.12315,0.055363,0.1673,0.21974,0.15512,0.12033,-0.021775,0.080553,0.037662,0.073746,0.17474,0.26584,0.19811,0.042533,-0.049045,0.11976,0.15711,0.070366,0.14377,0.18327,0.10691,0.071497,0.11441,0.16716,0.029098,0.12059,0.16681,0.21028,0.23048,0.27706,0.1654,0.25148,0.19977,0.036363,0.17819,0.012051
975,B,False,0.46787,0.3741,0.54257,0.32122,0.36918,0.55311,0.71717,0.52968,0.49726,0.37033,0.30559,0.51328,0.49228,0.61429,0.42432,0.55307,0.61659,0.69617,0.42516,0.57125,0.26611,0.65,0.52323,0.4742,0.37235,0.31052,0.36133,0.34914,0.69436,0.73373,0.60088,0.51499,0.5268,0.64929,0.59728,0.39691,0.5186,0.50312,0.46307,0.54256
976,B,True,-0.36034,-0.23937,-0.28307,-0.31482,-0.19784,-0.22949,-0.29873,-0.81439,-0.36682,-0.36002,-0.7253,-0.33245,-0.73705,-0.33928,-0.50505,-0.46092,-0.23661,-0.4322,-0.16601,-0.35613,-0.27314,-0.16604,-0.22263,-0.42504,-0.41039,-0.74535,-0.45676,-0.37206,-0.1884,-0.099263,-0.11231,-0.34332,-0.30496,-0.21127,-0.027977,0.14102,0.0091847,0.09071,0.11184,0.20627
977,B,False,-0.056484,-0.17601,0.0057726,0.0018974,-0.14595,-0.21504,-0.025407,-0.13455,-0.086119,-0.10627,-0.25015,-0.24321,-0.082798,-0.22026,-0.19298,-0.15159,-0.065937,-0.051842,-0.16203,-0.063621,-0.13264,0.059521,-0.086339,-0.20006,-0.076679,-0.23905,-0.32258,-0.16549,-0.093749,-0.1338,-0.21044,-0.11996,-0.068503,-0.24671,-0.075653,-0.14071,-0.12018,-0.025039,-0.061656,-0.16234
978,B,False,-2.8648,1.1888,-0.19398,-0.29981,0.1475,-1.0686,-1.3555,-1.3762,-1.0013,0.57335,0.81877,-0.82618,-0.57512,-0.59099,0.42326,-0.14501,-0.25583,-0.039645,0.11685,-0.018722,-0.1204,-0.28723,-0.011384,-0.033954,-0.037227,-0.044674,-0.21081,-0.19689,-0.32376,-0.26015,-0.24604,0.19979,0.091924,-0.20839,-0.52242,0.0031555,-0.32755,-0.15348,-0.16576,-0.29538
979,B,False,-0.17796,-0.21496,-0.25196,-0.26241,-0.25218,-0.28628,-0.26021,-0.36112,-0.29346,-0.27998,-0.30296,-0.29178,-0.26836,-0.28482,-0.26886,-0.2252,-0.22213,-0.25203,-0.18998,-0.23247,-0.15676,-0.17478,-0.18545,-0.18144,-0.14003,-0.1228,-0.23201,-0.20326,-0.22577,-0.23336,-0.21158,-0.27944,-0.3109,-0.31422,-0.28114,-0.30859,-0.29355,-0.30832,-0.27528,-0.33958
980,B,False,0.23756,0.079561,0.11863,0.79933,0.019311,0.28684,0.7346,0.64988,1.0847,0.50017,0.64528,0.75682,0.7147,1.075,0.7154,0.45544,0.89686,0.62944,0.43314,0.19965,-0.022811,-0.092262,-0.19772,0.73301,0.55176,0.16125,0.052269,0.78935,0.082018,0.46577,0.355,0.39858,1.0872,0.71032,1.1182,0.4623,0.4784,-0.14592,0.34304,1.1891
981,B,False,-0.0016933,0.0083142,0.0013611,-0.014314,-0.13596,-0.029161,-0.070978,0.033542,0.088666,0.1802,0.0952,0.12418,0.12857,0.11609,0.30979,0.24495,0.22317,0.18181,0.18968,0.12701,0.13034,0.0066769,-0.10273,-0.10601,-0.070756,-0.20283,-0.077486,-0.039584,0.053596,0.11881,0.07109,0.15717,0.22241,0.06635,0.12079,0.11176,0.1379,0.14223,0.099764,0.085027
982,B,True,0.033563,0.11493,0.10487,0.071392,0.043036,0.2293,0.11326,0.12208,0.20674,0.16917,0.08316,0.16714,-0.037561,-0.03325,0.068301,0.0926,0.098016,0.12807,0.15069,0.039382,0.065779,-0.055828,0.037565,0.10997,0.23884,0.25101,0.16256,0.16172,0.07646,0.069873,0.13258,0.1705,0.15998,0.15679,0.14727,0.072165,0.062507,0.1756,0.14525,0.15685
983,B,False,0.084113,0.021865,0.052436,0.089156,0.069449,0.038208,0.053593,0.018203,0.0011384,0.022323,-0.0037127,0.0014813,-0.01974,-0.034645,-0.13161,-0.011193,0.026447,0.034934,0.024029,0.023279,0.024632,-0.12441,-0.040194,-0.061937,-0.086083,-0.077661,0.027237,-0.0044189,-0.029717,0.03938,0.019431,0.028475,-0.0083477,0.01993,0.077805,-0.012479,-0.033454,-0.0051922,-0.00030052,0.026031
984,B,False,-0.11412,-0.099707,-0.12208,-0.11732,-0.19588,-0.18772,-0.24125,-0.20051,-0.25015,-0.28214,-0.25117,-0.21719,-0.22595,-0.20015,-0.14759,-0.15993,-0.13954,-0.10325,-0.10433,-0.086563,-0.12197,-0.11876,-0.088167,-0.13609,-0.095195,-0.095381,-0.088751,-0.092096,-0.1088,-0.15555,-0.16804,-0.095763,-0.21032,-0.167,-0.17721,-0.22326,-0.18388,-0.16358,-0.16115,-0.15693
